class,text
d,"아이들은 겁에 질려 눈물만 흘리고 있었다.',"
d,① 피고인은 편의점에서 판시와 같이 피해자를 폭행하여 항거불가능의 상태로 만들고
i,"지속적으로 괴롭히며 피해자에 대하여 과도한 의심과 집착을 보인 점,"
c,피해자의 사망은 피고인의 행위와 인과관계가 없다고 주장한다.
e,- 좌상복부 stab wound2) 넘어졌다고 함. 턱에도 laceration3). local wound explo4)시행예정
ic,위 주장은 받아들이지 아니한다.
d,"1 피고인은 알콜중독으로 2017. 1. 28.부터 2017. 8. 31.까지 D병원에 입원을 하였는데,"
w,"나. 살인죄에 있어서 살인의 범의는 반드시 살해의 목적이나 계획적인 살해의 의도가 있어야 인정되는 것은 아니고,"
d,"피고인은 2017. 4.경부터 피해자의 휴대폰을 보면서 피해자를 의심하기 시작하였고,"
w,"피고인이 살인의 범의를 자백하지 아니하고 상해 또는 폭행의 범의만이 있었을 뿐이라고 다투고 있는 경우에 피고인에게 범행 당시 살인의 범의가 있었는지 여부는 피고인이 범행에 이르게 된 경위, 범행의 동기, 준비된 흉기의 유무·종류·용법, 공격의 부위와 반복성, 사망의 결과발생가능성 정도, 범행 후에 있어서의 결과 회피행동의 유무 등 범행 전후의 객관적인 사정을 종합하여 판단할 수밖에 없다"
d,"2 피고인이 범행에 사용한 과도는 전체길이가 25cm. 칼날길이가 11cm에 이르고,"
i,"피고인은 피해자를 칼로 찌른 후에도 피해자에 대한 적대적인 감정을 드러내고 있었던 것으로 보이는 점 등을 종합하면,"
d,"2 그런데 피해자가 몸을 움직이기 시작하자 다시 망치로 피해자의 머리를 내리쳤고,"
i,당시 지혈이 되지 않을 정도로 다량의 피를 흘렸던 것으로 보인다.
d,5 피고인은 식칼로 피해자의 복부를 1회 찌른 후에도 식칼을 버리거나 피해자를 구호하는 등의 행동을 취하지 않고
d,"으로 진단받은 후 약물을 복용하고 통원치료를 받으면서 이 사건 범행 이전까지 비교적 일반적인 생활을 영위하여 왔고,"
d,"1 피해자는 수사기관 및 이 법정에 이르기까지 일관되게 당시의 상황에 대하여 ""피해자가 사건 당일 가게에 들어가서 에어컨을 켜려고 하는 순간 피고인이 망치로 머리를 쳤고,"
w,"(1) 절도죄의 성립에 필요한 불법영득의 의사란 권리자를 배제하고 타인의 물건을 자기의 소유물과 같이 이용·처분할 의사를 말하고,"
i,"피해자를 발견한 사람들은 피해자가 이미 죽었을 것으로 생각할 정도로 많은 양의 피를 흘렸던 점,"
w,"그인식이나 예견은 확정적인 것은 물론 불확정적인 것이라도 이른바 미필적 고의로 인정되는 것인바,"
d,"피고인은 판시 범죄사실 기재와 같이 부엌에서 꺼내 온 칼로 피해자 C의 옆구리를 1회 찔렀으며 도망간 피해자 C을 쫓아 가 피해자 C의 등 부위를 칼로 2회 찌른 사실,"
i,이 사건 범행이 피고인의 주장과 같이 비록 순간적인 충동에 의하여 우발적으로 일어난 것이라 하더라도
d,"2 이후 자신도 모르게 잠이 들었다가 깨었는데 룸 밖의 조명이 꺼져 있었고,"
d,피해자는 양손으로 창틀을 붙잡은 상태에서 처음에는 몸이 도로를 향해 엎드린 상태로 끌려가다가 차의 속도가 높아짐에 따라 몸이 뒤집힌 상태로 끌려간 사실을 인정할 수 있다.
ic,피고인 및 변호인의 주장은 이유 없다.
d,"응급실에서도 ""이렇게 살아 있는 건 천운이다,"
d,"(수사기록 제253, 255쪽),"
w,자기의 행위로 인하여 타인의 사망이라는 결과를 발생시킬 만한 가능성 또는 위험이 있음을 인식하거나 예견하면 족한 것이며
d,"현관 밖에서 양손으로 목을 조를 때 피해자가 제가 잡고 있던 양손을 뜯어내려고 하기도 했고,"
i,"피해자를 살해한 후 2시간 40여분 동안 별다른 사고 없이 여러 지역을 운전하여 돌아다닌 점,"
d,동생은 어릴때부터 많이 배웠고 자신을 그렇지 못해서 많이 미워서 그랬다.
w,"죽음이 무엇인가를 이해할 수 있는 능력과 자유로이 의사를 결정할 수 있는 능력을 가진 자가 진지하게 자신을 살해해 줄것을 요구하는 의사표시를 명시적으로 한 때에만 살인의 촉탁이 있었다고 할 것이며, 일시적 기분이나 격정상태에서 이루어진 것은 여기에 해당하지 않는다."
e,"피해자는 둔력 및 둔기에 의한 몸통 부위 및 팔 부위의 다발성 손상(다발성 갈비뼈 골절, 복장뼈, 양쪽 어깨뼈, 목뿔뼈,갑상연골 오른위뿔, 양쪽 위팔뼈 및 자뼈 등 골절, 허파 실질의 찢긴 상처 등)을 입고 사망하였다"
d,"(수사기록 260, 262쪽 참조)."
d,실제 피해자는이 사건 범행으로 턱 부위에 깊이 약 4-5cm에 가까운 상처를 입기도 하였다.
u,"범행 전후의 객관적인 사정들을 종합하여 보면,"
w,범행 전후의 객관적인 사정을 종합하여 판단해야 한다
d,그런데 내가 어떻게 무슨 말을 했는지 생각이 안 나.
d,"피고인 역시 검찰에서 ""사람이 망치에 머리를 맞으면 죽을 수도 있는데, 만약 피해자가 망치에 머리를 바로 맞았다면 죽었을 수도 있다고 생각한다.""고 진술하였다."
u,"2) 이 법원이 채택하여 조사한 증거들에 의하여 알 수 있는 다음과 같은 사정들, 즉"
w,감금에 있어서의 사람의 행동의 자유의 박탈은 반드시 전면적이어야 할 필요도 없다
c,피고인이 이 사건 범행 당시 사물을 변별할 능력이나 의사를 결정할 능력이 미약한 상태에 이르렀다고는 보이지 아니한다.
w,중지미수라 함은 범죄의 살해행위에 착수하고 그 범죄가 완수되기 전에 자기의 자유로운 의사에 따라 범죄의 실행행위를 중지하는 것으로서 그 자의에 의한 중지가 일반 사회통념상 장애에 의한 미수라고 보여지는 경우가 아닌 경우를 의미한다고 할 것이다
d,범행 직후 범행에 사용한 과도를 땅바닥에 꽂는 등
i,피해자가 이를 거부하자 마지막으로 관계 회복을 위해 피해자를 찾아갔으나
ic,피고인의 이 부분 주장은 이유없다.
w,구체적인 사정을 기초로 일반인이라면 해당 범죄사실이 발생할 가능성을 어떻게 평가할 것인지를 고려하면서 행위자의 입장에서 그 심리상태를 추인하여야 한다
d,몸을 움직여서 빠져나오려는 발버둥을 치기도 했다.
d,"(증인 G에 대한 증인신문 녹취서 2쪽, 증거기록 23, 35쪽 등 참조)."
d,"1 피해자는 경찰 이래 이 법정에 이르기까지 '2016. 11. 2. 자정 무렵 피고인이 머리를 잡고 벽에 부딪히게 하고,"
d,당시 피해자의 주거지 마당에서부터 안채 출입구를 거쳐 피해자가 발견된 안방까지 혈흔이 묻어있는 것이 관찰되었다.
i,"J의 마지막 진술의 신빙성이 가장 높다 할 것인바,"
d,"② 피고인은 평소 남편이 폭언을 해도 자신의 잘못이라고 여기고 순응하는 성격이었는데,"
w,증명력이 있는 것으로 인정되는 증거를 합리적인 근거가 없는 의심을 일으켜 배척하는 것은 자유심증주의의 한계를 벗어나는 것으로 허용될 수 없다.
c,이 사건 범행 당시 피고인에게는 살인의 고의가 없었다고 주장한다.
d,(다만 피해자의 부활을 기다리려고 하였으나
d,"2 자신의 집에 보관중이던 과도를 소지한 채 피해자가 운영하는 식당으로 갔는데,"
d,이에 피고인이 빠루를 꺼내서 왼쪽 정강이 등
w,"가.살인미수죄에 있어서의 고의에는 자기의 행위가 타인에게 사망이라는 결과를 발생시킬 가능성 또는 위험성이 있음을 인식하거나 예견하는 것이 포함되고,"
d,① 피고인은 피해자 최○○과 내연관계를 맺어 오다가 그 남편인 피해자 정○○이 피고인에게 내연관계를 청산할 것을 요구하고
d,피고인과 피해자 둘 다 술에 취한 것 같았다.'라고 하여
b,( 대법원 2006.4.14.선고 2006도734 판결 등 참조).
u,"이 법원이 적법하게 채택하여 조사한 증거들에 의하여 인정되는 다음과 같은 사정,즉"
i,피고인으로서는 A이 피해자와 싸우는 과정에서 칼로 피해자를 찌를 수 있다는 점을 충분히 예상하였을 것으로 보인다).
c,피고인은 사전에 범행도구인 회칼을 준비하여 소지하고 있다가 피해자를 살해하겠다는 확정적 고의를 가지고 범행에 나아간 것으로 판단되므로
d,(증거기록 131쪽)
u,(2) 이 법원이 채택하여 조사한 증거들에 의하면
d,"제266, 270~272쪽),"
ic,따라서 피고인에게 살인의 고의가 충분히 인정된다.
d,"6 피고인이 택시 문을 잠그자 피해자가 조수석 쪽의 창문을 열었고,"
i,"망치는 그 용법에 따라 사람을 살해하기에 충분한 도구로서,"
i,피해자의 목 부위에 외력이 작용한 것으로 보인다.
i,만약 피해자가 손으로 자신의 목 부위를 막지 않았다면 피해자의 목 부분에 생명의 위험을 초래할 정도의 상처가 생겼으리라고 보이는 점 등
w,"그리고 피고인이 범행 당시 살해의 범의는 없었고 단지 상해 또는 폭행의 범의만 있었을 뿐이라고다투는 경우에 피고인에게 범행 당시 살해의 범의가 있었는지 여부는 피고인이 범행에이르게 된 경위, 범행의 동기, 준비된 흉기의 유무·종류·용법, 공격의 부위와 반복성,사망의 결과 발생 가능성 정도 등 범행 전후의 객관적인 사정을 종합하여 판단할 수밖에 없다"
d,제가 이성을 잃고 너무 심하게 때리다 보니 이렇게 죽이고 말았습니다.
d,"③특히 피해자가 압박붕대로 목을 매는 방법을 선택해 자살을 시도하였는데,"
w,자기의 행위로 인하여 타인의 사망의 결과를 발생시킬 만한 가능성또는 위험이 있음을 인식하거나 예견하면 족한 것이고
d,"3 피고인이 이 사건 전까지 정신질환으로 치료를 받았다는 증거가 없고,"
d,"피고인은 술에취하여 소리를 지르고 소란을 피우는 피고인을 제지하려는 피해자와 시비가 붙게 되자, 자신의 집까지 들어가 위 식칼을 가지고 나와서 피해자의 왼쪽 이마 부위를 향해휘두른 점,"
d,"피해자는 수사기관에서부터 이 법정에 이르기까지 '피고인이 손도끼로 자신의 머리를 내리찍을 때 전혀 모르고 있었고,"
w,"협박죄가 성립하려면 고지된 해악의 내용이 행위자와 상대방의 성향, 고지 당시의 주변 상황, 행위자와 상대방 사이의 친숙의 정도 및 지위 등의 상호관계 등"
d,"""부모님이 죽어도 상관없다고 생각했냐""는 질문에는 ""그렇게 생각했죠""라고 대답한 점 등을 종합하면,"
d,살해한 피해자를 여행용 가방에 넣고 그 사실을 모르는 친구를 이용하여 시신을 유기하는 등
i,"술자리에 동석한 K도 이 법정에서 피고인과 피해자가 그날 폭행 사건과 관련하여 다투는 모습을 보지 못하였다고 진술하기는 하였으나,"
ic,피고인과 변호인의 주장은 받아들이지 아니한다.
d,인근에서 주운 삽을 들고 피해자와 대치하는 등 범행 전반에 가담하였다
i,"② 피고인은 당시 피해자를 폭행하다가 행인에게 발각되어 경찰에 신고가 되는 상황에서도 급히 현장을 이탈하지 아니하고 위와 같이 금고에서 돈을 꺼낸 이후에야 도주한 점 등에 비추어 보면,"
i,"3) 또한 피고인은 피해자가 쉬운 질문에도 2차례나 대답을 못하자,"
ic,피고인과 변호인의 심신상실 주장은 받아들이지 아니한다.
i,"피고인의 변소와 같이피고인이 피해자가 사망한 것을 발견하고 신고를 하기 위해 현장을 급히 떠난 것이라면, 도심으로 돌아오거나 주거지에 돌아간 즉시 신고를 하였어야 할 것이다."
i,"2 피고인은 위 칼을 이용하여 피해자의 가슴, 등, 머리 부위 등 치명적인 부분을 찌른 점,"
ic,이와 다른 피고인 및 변호인의 위 주장은 받아들이지 않는다.
i,이 점에 있어서도 음주로 인한 심신장애의 주장은 이유 없다.
c,"이사건 범행은 우발적, 충동적 상황에서 미필적 고의에 의하여 발생한 것으로"
i,피고인은 피해자가 물에 빠져 떠 있는 것을 발견하고 피해자를 건졌을 뿐
c,이를 자의에 의한 중지미수로 볼 수는 없다.
d,1) 2014. 2. 24. 진술내용
i,"피고인은 범행 직후 피해자 주거지 인근 식당에 찾아가 종업원과 대화를 나눴는데 그때 D의 집에 도둑이 들었다는 등의 말을 전혀 하지 아니한점을 고려하면,"
